<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.AAPL,D,20050620,000000,37.8500000,38.0900000,37.4500000,37.6100000,0
US1.AAPL,D,20050621,000000,37.7000000,38.1900000,37.3800000,37.8600000,0
US1.AAPL,D,20050622,000000,38.4100000,38.6000000,38.1400000,38.5500000,0
US1.AAPL,D,20050623,000000,38.8300000,39.7800000,38.6500000,38.8900000,0
US1.AAPL,D,20050624,000000,39.0900000,39.1200000,37.6800000,37.7600000,0
US1.AAPL,D,20050627,000000,36.8900000,38.1000000,36.6800000,37.1000000,0
US1.AAPL,D,20050628,000000,37.4950000,37.5900000,37.1700000,37.3100000,0
US1.AAPL,D,20050629,000000,37.2300000,37.2900000,36.1200000,36.3700000,0
US1.AAPL,D,20050630,000000,36.6100000,37.1600000,36.3100000,36.8100000,0
US1.AAPL,D,20050701,000000,36.8300000,36.9700000,36.2900000,36.5000000,0
US1.AAPL,D,20050705,000000,36.5500000,38.1500000,36.5000000,37.9800000,0
US1.AAPL,D,20050706,000000,37.7100000,38.1600000,37.2000000,37.3900000,0
US1.AAPL,D,20050707,000000,36.8100000,37.7600000,36.8000000,37.6300000,0
US1.AAPL,D,20050708,000000,37.8700000,38.2800000,37.4700000,38.2500000,0
US1.AAPL,D,20050711,000000,38.3900000,38.6500000,37.7800000,38.1000000,0
US1.AAPL,D,20050712,000000,38.2400000,38.4000000,37.9100000,38.2400000,0
US1.AAPL,D,20050713,000000,38.2900000,38.5000000,37.9000000,38.3500000,0
US1.AAPL,D,20050714,000000,40.8000000,42.0100000,40.2300000,40.7500000,0
US1.AAPL,D,20050715,000000,40.8700000,41.5700000,40.4600000,41.5500000,0
US1.AAPL,D,20050718,000000,41.5800000,42.1000000,41.3700000,41.4900000,0
US1.AAPL,D,20050719,000000,41.6500000,43.2300000,41.0700000,43.1900000,0
US1.AAPL,D,20050720,000000,42.8600000,43.8000000,42.6500000,43.6300000,0
US1.AAPL,D,20050721,000000,43.7000000,44.0400000,42.9000000,43.2900000,0
US1.AAPL,D,20050722,000000,43.5000000,44.0000000,43.3900000,44.0000000,0
US1.AAPL,D,20050725,000000,43.9900000,44.2800000,43.7300000,43.8100000,0
US1.AAPL,D,20050726,000000,44.0400000,44.1100000,43.3600000,43.6300000,0
US1.AAPL,D,20050727,000000,43.8300000,44.0700000,42.6700000,43.9900000,0
US1.AAPL,D,20050728,000000,43.9600000,44.0000000,43.3000000,43.8000000,0
US1.AAPL,D,20050729,000000,43.5600000,44.3800000,42.2600000,42.6500000,0
US1.AAPL,D,20050801,000000,42.6000000,43.0800000,42.0800000,42.7500000,0
US1.AAPL,D,20050802,000000,42.8900000,43.5000000,42.6100000,43.1900000,0
US1.AAPL,D,20050803,000000,43.1900000,43.3100000,42.7700000,43.2200000,0
US1.AAPL,D,20050804,000000,42.8900000,43.0000000,42.2900000,42.7100000,0
US1.AAPL,D,20050805,000000,42.6000000,43.3600000,42.0200000,42.9900000,0
US1.AAPL,D,20050808,000000,43.0000000,43.2500000,42.6100000,42.6500000,0
US1.AAPL,D,20050809,000000,42.9300000,43.8900000,42.9100000,43.8200000,0
US1.AAPL,D,20050810,000000,44.0000000,44.3900000,43.3100000,43.3800000,0
US1.AAPL,D,20050811,000000,43.4000000,44.1200000,43.2500000,44.0000000,0
US1.AAPL,D,20050812,000000,43.4600000,46.2200000,43.3600000,46.1000000,0
US1.AAPL,D,20050815,000000,46.6300000,48.3300000,46.4500000,47.6800000,0
US1.AAPL,D,20050816,000000,47.4000000,47.5000000,46.2100000,46.2500000,0
US1.AAPL,D,20050817,000000,46.4000000,47.4400000,46.3700000,47.1500000,0
US1.AAPL,D,20050818,000000,46.9100000,47.0000000,45.7500000,46.3000000,0
US1.AAPL,D,20050819,000000,46.2800000,46.7000000,45.7700000,45.8300000,0
US1.AAPL,D,20050822,000000,46.2100000,46.7500000,45.2600000,45.8700000,0
US1.AAPL,D,20050823,000000,45.9500000,46.1000000,45.3200000,45.7400000,0
US1.AAPL,D,20050824,000000,45.6000000,47.1200000,45.5900000,45.7700000,0
US1.AAPL,D,20050825,000000,46.1200000,46.4900000,45.8100000,46.0600000,0
US1.AAPL,D,20050826,000000,46.1200000,46.3400000,45.3600000,45.7400000,0
US1.AAPL,D,20050829,000000,45.3100000,46.0310000,45.2600000,45.8400000,0
US1.AAPL,D,20050830,000000,45.9900000,46.7900000,45.9200000,46.5700000,0
US1.AAPL,D,20050831,000000,46.8600000,47.0300000,46.2700000,46.8900000,0
US1.AAPL,D,20050901,000000,47.0000000,47.1700000,46.0900000,46.2600000,0
US1.AAPL,D,20050902,000000,46.3000000,46.8000000,46.1200000,46.2200000,0
US1.AAPL,D,20050906,000000,46.7000000,48.8800000,46.5500000,48.8000000,0
US1.AAPL,D,20050907,000000,49.0700000,49.4000000,47.9200000,48.6800000,0
US1.AAPL,D,20050908,000000,49.3500000,50.1200000,49.1400000,49.7800000,0
US1.AAPL,D,20050909,000000,50.0700000,51.3500000,49.7900000,51.3100000,0
US1.AAPL,D,20050912,000000,51.1000000,51.6300000,50.5800000,51.4000000,0
US1.AAPL,D,20050913,000000,51.0000000,51.2900000,50.3200000,50.8200000,0
US1.AAPL,D,20050914,000000,51.1800000,51.1900000,49.4620000,49.6100000,0
US1.AAPL,D,20050915,000000,50.0000000,50.1800000,49.3300000,49.8700000,0
US1.AAPL,D,20050916,000000,50.2300000,51.2100000,49.9500000,51.2100000,0
US1.AAPL,D,20050919,000000,51.0500000,52.8900000,51.0500000,52.6400000,0
US1.AAPL,D,20050920,000000,52.9900000,53.8100000,52.9200000,53.1900000,0
US1.AAPL,D,20050921,000000,52.9600000,53.0500000,51.8600000,52.1100000,0
US1.AAPL,D,20050922,000000,51.8800000,52.4700000,51.3200000,51.9000000,0
US1.AAPL,D,20050923,000000,52.1000000,53.5000000,51.8400000,53.2000000,0
US1.AAPL,D,20050926,000000,54.0300000,54.5600000,53.3200000,53.8400000,0
US1.AAPL,D,20050927,000000,53.9200000,54.2400000,53.4300000,53.4400000,0
US1.AAPL,D,20050928,000000,53.0700000,53.1100000,50.5900000,51.0800000,0
US1.AAPL,D,20050929,000000,51.2300000,52.5900000,50.8100000,52.3400000,0
US1.AAPL,D,20050930,000000,52.3300000,53.6500000,51.8800000,53.6100000,0
US1.AAPL,D,20051003,000000,54.1600000,54.5400000,53.6800000,54.4400000,0
US1.AAPL,D,20051004,000000,54.9500000,55.3500000,53.6400000,53.7500000,0
US1.AAPL,D,20051005,000000,54.3600000,54.3600000,52.7500000,52.7801000,0
US1.AAPL,D,20051006,000000,53.2000000,53.4900000,50.8700000,51.7000000,0
US1.AAPL,D,20051007,000000,51.7200000,51.9300000,50.5500000,51.3000000,0
US1.AAPL,D,20051010,000000,51.7600000,51.9100000,50.2800000,50.3700000,0
US1.AAPL,D,20051011,000000,51.2800000,51.8700000,50.4000000,51.5900000,0
US1.AAPL,D,20051012,000000,48.6800000,50.3000000,47.8700000,49.2500000,0
US1.AAPL,D,20051013,000000,49.4400000,53.9500000,49.2700000,53.7400000,0
US1.AAPL,D,20051014,000000,53.9000000,54.3500000,52.7900000,54.0000000,0
US1.AAPL,D,20051017,000000,53.9800000,54.2300000,52.6800000,53.4400000,0
US1.AAPL,D,20051018,000000,53.2500000,53.9500000,52.2000000,52.2100000,0
US1.AAPL,D,20051019,000000,52.0700000,54.9600000,51.2100000,54.9400000,0
US1.AAPL,D,20051020,000000,54.4700000,56.5000000,54.3500000,56.1400000,0
US1.AAPL,D,20051021,000000,56.8400000,56.9800000,55.3600000,55.6600000,0
US1.AAPL,D,20051024,000000,55.2500000,56.7900000,55.0900000,56.7900000,0
US1.AAPL,D,20051025,000000,56.4000000,56.8500000,55.6900000,56.1000000,0
US1.AAPL,D,20051026,000000,56.2800000,57.5600000,55.9200000,57.0300000,0
US1.AAPL,D,20051027,000000,56.9900000,57.0100000,55.4100000,55.4100000,0
US1.AAPL,D,20051028,000000,56.0400000,56.4300000,54.1700000,54.4700000,0
US1.AAPL,D,20051031,000000,55.2100000,57.9800000,54.7500000,57.5900000,0
US1.AAPL,D,20051101,000000,57.2400000,58.1400000,56.8700000,57.5000000,0
US1.AAPL,D,20051102,000000,57.7200000,60.0000000,57.6000000,59.9500000,0
US1.AAPL,D,20051103,000000,60.0700000,62.3200000,60.0700000,61.8499000,0
US1.AAPL,D,20051104,000000,60.3500000,61.2400000,59.6200000,61.1500000,0
US1.AAPL,D,20051107,000000,60.8500000,61.6700000,60.1400000,60.2300000,0
US1.AAPL,D,20051108,000000,59.9500000,60.3800000,59.1000000,59.9000000,0
US1.AAPL,D,20051109,000000,60.0000000,61.2100000,60.0000000,60.1100000,0
US1.AAPL,D,20051110,000000,60.6400000,61.2000000,59.0100000,61.1800000,0
US1.AAPL,D,20051111,000000,61.5400000,62.1100000,61.3400000,61.5400000,0
US1.AAPL,D,20051114,000000,61.5400000,61.9800000,60.9100000,61.4500000,0
US1.AAPL,D,20051115,000000,61.6000000,63.0800000,61.4600000,62.2800000,0
US1.AAPL,D,20051116,000000,63.1500000,65.0600000,63.0900000,64.9500000,0
US1.AAPL,D,20051117,000000,65.6000000,65.8800000,64.2500000,64.5200000,0
US1.AAPL,D,20051118,000000,65.3500000,65.4300000,64.3700000,64.5600000,0
US1.AAPL,D,20051121,000000,64.6800000,65.1900000,63.7200000,64.9600000,0
US1.AAPL,D,20051122,000000,64.8400000,66.7600000,64.5200000,66.5200000,0
US1.AAPL,D,20051123,000000,66.8800000,67.9800000,66.6900000,67.1100000,0
US1.AAPL,D,20051125,000000,67.7500000,69.5400000,67.5000000,69.3400000,0
US1.AAPL,D,20051128,000000,70.8200000,71.0700000,69.0700000,69.6600000,0
US1.AAPL,D,20051129,000000,69.9900000,70.3000000,67.3500000,68.1000000,0
US1.AAPL,D,20051130,000000,68.4300000,68.8500000,67.5200000,67.8200000,0
US1.AAPL,D,20051201,000000,68.8100000,71.7300000,68.8100000,71.6001000,0
US1.AAPL,D,20051202,000000,72.2700000,72.7400000,70.7000000,72.6300000,0
US1.AAPL,D,20051205,000000,71.9500000,72.5300000,71.4900000,71.8200000,0
US1.AAPL,D,20051206,000000,73.9300000,74.8300000,73.3500000,74.0500000,0
US1.AAPL,D,20051207,000000,74.2300000,74.4600000,73.1200000,73.9500000,0
US1.AAPL,D,20051208,000000,73.2200000,74.1700000,72.6000000,74.0800000,0
US1.AAPL,D,20051209,000000,74.2700000,74.5900000,73.3500000,74.3305000,0
US1.AAPL,D,20051212,000000,74.8700000,75.3500000,74.5600000,74.9100000,0
US1.AAPL,D,20051213,000000,74.8500000,75.4600000,74.2100000,74.9800000,0
US1.AAPL,D,20051214,000000,72.6100000,73.3000000,70.2700000,72.0100000,0
US1.AAPL,D,20051215,000000,72.6800000,72.8601000,71.3500000,72.1800000,0
US1.AAPL,D,20051216,000000,72.1400000,72.3000000,71.0600000,71.1100000,0
US1.AAPL,D,20051219,000000,71.0900000,72.6000000,71.0400000,71.3800000,0
US1.AAPL,D,20051220,000000,71.6250000,72.3800000,71.1200000,72.1100000,0
US1.AAPL,D,20051221,000000,72.6000000,73.6100000,72.5400000,73.5000000,0
US1.AAPL,D,20051222,000000,73.9800000,74.4900000,73.6000000,74.0200000,0
US1.AAPL,D,20051223,000000,74.2000000,74.2600000,73.3000000,73.3500000,0
US1.AAPL,D,20051227,000000,74.0000000,75.1800000,73.9500000,74.2300000,0
US1.AAPL,D,20051228,000000,74.4400000,74.7600000,73.3200000,73.5700000,0
US1.AAPL,D,20051229,000000,73.7800000,73.8200000,71.4200000,71.4500000,0
US1.AAPL,D,20051230,000000,70.7800000,72.4300000,70.3400000,71.8900000,0
US1.AAPL,D,20060103,000000,72.3320000,74.7500000,72.2500000,74.7500000,0
US1.AAPL,D,20060104,000000,74.9600000,75.9800000,74.5000000,74.9700000,0
US1.AAPL,D,20060105,000000,74.8300000,74.9000000,73.7500000,74.3800000,0
US1.AAPL,D,20060106,000000,75.2400000,76.7000000,74.5500000,76.3000000,0
US1.AAPL,D,20060109,000000,76.8800000,77.2000000,75.7400000,76.0500000,0
US1.AAPL,D,20060110,000000,76.2500000,81.8900000,75.8300000,80.8600000,0
US1.AAPL,D,20060111,000000,83.9200000,84.8000000,82.5900000,83.9000000,0
US1.AAPL,D,20060112,000000,84.9700000,86.4000000,83.6200000,84.2910000,0
US1.AAPL,D,20060113,000000,84.8000000,86.0100000,84.6000000,85.5899000,0
US1.AAPL,D,20060117,000000,85.6000000,86.3800000,83.8700000,84.7101000,0
US1.AAPL,D,20060118,000000,83.0800000,84.0500000,81.8500000,82.4901000,0
US1.AAPL,D,20060119,000000,81.1800000,81.6600000,78.7400000,79.0350000,0
US1.AAPL,D,20060120,000000,79.2800000,80.0400000,75.8300000,76.0890000,0
US1.AAPL,D,20060123,000000,76.1000000,79.5600000,75.9999000,77.6700000,0
US1.AAPL,D,20060124,000000,78.8300000,79.4200000,75.7700000,76.0400000,0
US1.AAPL,D,20060125,000000,77.3900000,77.5000000,73.2500000,74.2000000,0
US1.AAPL,D,20060126,000000,74.3500000,75.4300000,71.9300000,72.3300000,0
US1.AAPL,D,20060127,000000,72.9500000,73.6000000,71.1000000,72.0300000,0
US1.AAPL,D,20060130,000000,71.2100000,76.6000000,70.8700000,75.0000000,0
US1.AAPL,D,20060131,000000,75.5000000,76.3400000,73.7500000,75.5100000,0
US1.AAPL,D,20060201,000000,74.9500000,76.4600000,74.6400000,75.4200000,0
US1.AAPL,D,20060202,000000,75.1000000,75.3600000,72.0500000,72.1000000,0
US1.AAPL,D,20060203,000000,72.2400000,72.7900000,71.0400000,71.8470000,0
US1.AAPL,D,20060206,000000,72.0200000,72.5100000,66.7400000,67.3000000,0
US1.AAPL,D,20060207,000000,68.2200000,69.4800000,66.6800000,67.6000000,0
US1.AAPL,D,20060208,000000,68.4900000,69.0800000,66.0000000,68.8100000,0
US1.AAPL,D,20060209,000000,69.1000000,69.2300000,64.5300000,64.9500000,0
US1.AAPL,D,20060210,000000,65.1800000,67.6700000,62.9000000,67.3100000,0
US1.AAPL,D,20060213,000000,66.6300000,66.7500000,64.6400000,64.7100000,0
US1.AAPL,D,20060214,000000,65.0200000,68.1000000,65.0000000,67.6450000,0
US1.AAPL,D,20060215,000000,67.2100000,69.6200000,66.7500000,69.2200000,0
US1.AAPL,D,20060216,000000,69.9500000,71.0100000,69.4800000,70.5700000,0
US1.AAPL,D,20060217,000000,70.3000000,70.8900000,69.6100000,70.2900000,0
US1.AAPL,D,20060221,000000,70.5900000,70.8000000,68.6800000,69.0800000,0
US1.AAPL,D,20060222,000000,69.0000000,71.6700000,68.0000000,71.3200000,0
US1.AAPL,D,20060223,000000,71.7900000,73.0000000,71.4300000,71.7500000,0
US1.AAPL,D,20060224,000000,72.0800000,72.8900000,71.2000000,71.4600000,0
US1.AAPL,D,20060227,000000,71.9900000,72.1200000,70.6500000,70.9900000,0
US1.AAPL,D,20060228,000000,71.5800000,72.4000000,68.1000000,68.4900000,0
US1.AAPL,D,20060301,000000,68.9900000,69.4900000,68.0200000,69.1000000,0
US1.AAPL,D,20060302,000000,68.9850000,69.9900000,68.6700000,69.6100000,0
US1.AAPL,D,20060303,000000,69.4000000,69.9100000,67.5300000,67.7200000,0
US1.AAPL,D,20060306,000000,67.6900000,67.7200000,64.9400000,65.4800000,0
US1.AAPL,D,20060307,000000,65.7600000,66.9000000,65.0800000,66.3100000,0
US1.AAPL,D,20060308,000000,66.2900000,67.2000000,65.3500000,65.6600000,0
US1.AAPL,D,20060309,000000,65.9800000,66.4700000,63.8100000,63.9300000,0
US1.AAPL,D,20060310,000000,64.0500000,64.4900000,62.4500000,63.1900000,0
US1.AAPL,D,20060313,000000,65.0500000,66.2800000,64.7900000,65.6800000,0
US1.AAPL,D,20060314,000000,65.7700000,67.3200000,65.5000000,67.3200000,0
US1.AAPL,D,20060315,000000,67.7100000,68.0400000,65.5200000,66.2300000,0
US1.AAPL,D,20060316,000000,66.8500000,66.9000000,64.3000000,64.3100000,0
US1.AAPL,D,20060317,000000,64.7500000,65.5400000,64.1100000,64.6600000,0
US1.AAPL,D,20060320,000000,65.2200000,65.4600000,63.8700000,63.9900000,0
US1.AAPL,D,20060321,000000,64.2900000,64.3400000,61.3900000,61.8100000,0
US1.AAPL,D,20060322,000000,62.1550000,63.2500000,61.2700000,61.6700000,0
US1.AAPL,D,20060323,000000,61.8200000,61.9000000,59.6100000,60.1600000,0
US1.AAPL,D,20060324,000000,60.2500000,60.9400000,59.0300000,59.9600000,0
US1.AAPL,D,20060327,000000,60.3500000,61.3800000,59.4000000,59.5100000,0
US1.AAPL,D,20060328,000000,59.6300000,60.1400000,58.2500000,58.7100000,0
US1.AAPL,D,20060329,000000,59.1900000,62.5200000,57.6700000,62.3300000,0
US1.AAPL,D,20060330,000000,62.8600000,63.3000000,61.5300000,62.7500000,0
US1.AAPL,D,20060331,000000,63.2500000,63.6100000,62.2400000,62.7200000,0
US1.AAPL,D,20060403,000000,63.6500000,64.1200000,62.6100000,62.6500000,0
US1.AAPL,D,20060404,000000,62.1000000,62.2200000,61.0500000,61.1700000,0
US1.AAPL,D,20060405,000000,64.7150000,67.2100000,64.1500000,67.2100000,0
US1.AAPL,D,20060406,000000,68.2950000,72.0500000,68.2000000,71.2400000,0
US1.AAPL,D,20060407,000000,70.9300000,71.2100000,68.4700000,69.7900000,0
US1.AAPL,D,20060410,000000,70.2900000,70.9300000,68.4500000,68.6700000,0
US1.AAPL,D,20060411,000000,68.9900000,69.3000000,67.0700000,67.9900000,0
US1.AAPL,D,20060412,000000,68.0100000,68.1738000,66.3000000,66.7100000,0
US1.AAPL,D,20060413,000000,66.3400000,67.4400000,65.8100000,66.4690000,0
US1.AAPL,D,20060417,000000,66.5100000,66.8400000,64.3500000,64.8110000,0
US1.AAPL,D,20060418,000000,65.0450000,66.4737000,64.7900000,66.2200000,0
US1.AAPL,D,20060419,000000,66.8200000,67.0000000,65.4700000,65.6500000,0
US1.AAPL,D,20060420,000000,69.5100000,70.0000000,66.2000000,67.6300000,0
US1.AAPL,D,20060421,000000,68.1900000,68.6400000,66.4700000,67.0400000,0
US1.AAPL,D,20060424,000000,66.8500000,66.9200000,65.5000000,65.7500000,0
US1.AAPL,D,20060425,000000,65.9600000,66.5900000,65.5600000,66.1700000,0
US1.AAPL,D,20060426,000000,66.6500000,68.2800000,66.4000000,68.1500000,0
US1.AAPL,D,20060427,000000,67.7300000,69.8600000,67.3500000,69.3600000,0
US1.AAPL,D,20060428,000000,69.3750000,71.3000000,69.2000000,70.3900000,0
US1.AAPL,D,20060501,000000,70.7700000,71.5400000,69.1600000,69.6000000,0
US1.AAPL,D,20060502,000000,70.1500000,71.9800000,70.1100000,71.6200000,0
US1.AAPL,D,20060503,000000,71.8300000,71.9500000,70.1800000,71.1400000,0
US1.AAPL,D,20060504,000000,71.2200000,72.8900000,70.4600000,71.1300000,0
US1.AAPL,D,20060505,000000,71.8600000,72.2500000,71.1500000,71.8900000,0
US1.AAPL,D,20060508,000000,72.9900000,73.8000000,71.7200000,71.8900000,0
US1.AAPL,D,20060509,000000,71.8250000,72.5600000,70.6200000,71.0300000,0
US1.AAPL,D,20060510,000000,71.2900000,71.3300000,69.6100000,70.6000000,0
US1.AAPL,D,20060511,000000,70.7950000,70.8400000,67.5500000,68.1500000,0
US1.AAPL,D,20060512,000000,67.8500000,68.6900000,66.8600000,67.7000000,0
US1.AAPL,D,20060515,000000,67.3700000,68.3800000,67.1200000,67.7900000,0
US1.AAPL,D,20060516,000000,68.1000000,68.2500000,64.7500000,64.9800000,0
US1.AAPL,D,20060517,000000,64.7050000,65.7000000,64.0700000,65.2600000,0
US1.AAPL,D,20060518,000000,65.6800000,66.2600000,63.1200000,63.1800000,0
US1.AAPL,D,20060519,000000,63.2600000,64.8800000,62.8200000,64.5100000,0
US1.AAPL,D,20060522,000000,63.8700000,63.9900000,62.7700000,63.3800000,0
US1.AAPL,D,20060523,000000,64.8600000,65.1900000,63.0000000,63.1500000,0
US1.AAPL,D,20060524,000000,62.9900000,63.6500000,61.5600000,63.3400000,0
US1.AAPL,D,20060525,000000,64.2600000,64.4500000,63.2900000,64.3300000,0
US1.AAPL,D,20060526,000000,64.3100000,64.5600000,63.1400000,63.5490000,0
US1.AAPL,D,20060530,000000,63.2900000,63.3000000,61.2187000,61.2200000,0
US1.AAPL,D,20060531,000000,61.7550000,61.7900000,58.6900000,59.7700000,0
US1.AAPL,D,20060601,000000,59.8650000,62.2800000,59.5200000,62.1700000,0
US1.AAPL,D,20060602,000000,62.9900000,63.1000000,60.8800000,61.6600000,0
US1.AAPL,D,20060605,000000,61.1500000,61.1500000,59.9700000,60.0000000,0
US1.AAPL,D,20060606,000000,60.2200000,60.6300000,58.9100000,59.7230000,0
US1.AAPL,D,20060607,000000,60.1000000,60.4000000,58.3500000,58.5650000,0
US1.AAPL,D,20060608,000000,58.4400000,60.9300000,57.1500000,60.7600000,0
US1.AAPL,D,20060609,000000,61.1800000,61.5600000,59.1000000,59.2400000,0
US1.AAPL,D,20060612,000000,59.3900000,59.7300000,56.9600000,57.0000000,0
US1.AAPL,D,20060613,000000,57.6100000,59.1000000,57.3600000,58.3300000,0
US1.AAPL,D,20060614,000000,58.2800000,58.7800000,56.6900000,57.6100000,0
US1.AAPL,D,20060615,000000,57.3000000,59.7400000,56.7500000,59.3800000,0
US1.AAPL,D,20060616,000000,58.9550000,59.1900000,57.5197000,57.5600000,0
US1.AAPL,D,20060619,000000,57.8300000,58.1800000,57.0000000,57.2000000,0
US1.AAPL,D,20060620,000000,57.6100000,58.3500000,57.2900000,57.4700000,0
US1.AAPL,D,20060621,000000,57.7400000,58.7100000,57.3000000,57.8600000,0
US1.AAPL,D,20060622,000000,58.2000000,59.7500000,58.0700000,59.5800000,0
US1.AAPL,D,20060623,000000,59.7200000,60.1700000,58.7300000,58.8300000,0
US1.AAPL,D,20060626,000000,59.1700000,59.2000000,58.3700000,58.9900000,0
US1.AAPL,D,20060627,000000,59.1200000,59.2200000,57.4000000,57.4300000,0
US1.AAPL,D,20060628,000000,57.2900000,57.3000000,55.4100000,56.0200000,0
US1.AAPL,D,20060629,000000,56.7600000,59.0900000,56.3900000,58.9700000,0
US1.AAPL,D,20060630,000000,57.6100000,57.7500000,56.5000000,57.2700000,0
US1.AAPL,D,20060703,000000,57.5200000,58.1800000,57.3400000,57.9500000,0
US1.AAPL,D,20060705,000000,57.1500000,57.6000000,56.5600000,57.0015000,0
US1.AAPL,D,20060706,000000,57.0900000,57.4000000,55.6100000,55.7700000,0
US1.AAPL,D,20060707,000000,55.4800000,56.5500000,54.6700000,55.4000000,0
US1.AAPL,D,20060710,000000,55.7000000,56.4900000,54.5000000,55.0000000,0
US1.AAPL,D,20060711,000000,55.1100000,55.9900000,54.5300000,55.6500000,0
US1.AAPL,D,20060712,000000,55.1700000,55.2400000,52.9176000,52.9600000,0
US1.AAPL,D,20060713,000000,52.0300000,54.1200000,51.4100000,52.2500000,0
US1.AAPL,D,20060714,000000,52.5750000,52.8900000,50.1600000,50.6700000,0
US1.AAPL,D,20060717,000000,51.7300000,53.1100000,51.6500000,52.3700000,0
US1.AAPL,D,20060718,000000,53.1600000,53.8500000,51.8500000,52.9000000,0
US1.AAPL,D,20060719,000000,52.9600000,55.0800000,52.3600000,54.1000000,0
US1.AAPL,D,20060720,000000,60.9600000,61.5900000,59.7200000,60.5000000,0
US1.AAPL,D,20060721,000000,59.8200000,61.1500000,59.6400000,60.7200000,0
US1.AAPL,D,20060724,000000,61.2600000,62.1000000,60.4300000,61.4200000,0
US1.AAPL,D,20060725,000000,61.7800000,62.0900000,60.7800000,61.9280000,0
US1.AAPL,D,20060726,000000,62.0000000,64.6400000,61.6800000,63.8700000,0
US1.AAPL,D,20060727,000000,64.5050000,65.0200000,62.8600000,63.4000000,0
US1.AAPL,D,20060728,000000,63.9400000,65.6800000,63.5000000,65.5900000,0
US1.AAPL,D,20060731,000000,66.8300000,68.6300000,66.2800000,67.9600000,0
US1.AAPL,D,20060801,000000,67.2200000,67.9300000,65.9400000,67.1800000,0
US1.AAPL,D,20060802,000000,67.6100000,68.6800000,67.5100000,68.1600000,0
US1.AAPL,D,20060803,000000,67.9100000,70.0000000,67.8096000,69.5900000,0
US1.AAPL,D,20060804,000000,67.0300000,68.6100000,64.9600000,68.3000000,0
US1.AAPL,D,20060807,000000,67.7200000,69.6000000,66.3100000,67.2100000,0
US1.AAPL,D,20060808,000000,67.0900000,67.1120000,64.5100000,64.7800000,0
US1.AAPL,D,20060809,000000,65.4300000,65.6000000,63.4000000,63.5900000,0
US1.AAPL,D,20060810,000000,63.2500000,64.8100000,62.7000000,64.0700000,0
US1.AAPL,D,20060811,000000,63.2250000,64.1300000,62.5800000,63.6500000,0
US1.AAPL,D,20060814,000000,64.0500000,65.2200000,63.6000000,63.9400000,0
US1.AAPL,D,20060815,000000,65.3400000,66.5000000,64.8000000,66.4500000,0
US1.AAPL,D,20060816,000000,67.1000000,68.0700000,66.3300000,67.9800000,0
US1.AAPL,D,20060817,000000,68.0000000,68.6600000,67.1800000,67.5900000,0
US1.AAPL,D,20060818,000000,67.7100000,68.4000000,67.2600000,67.9100000,0
US1.AAPL,D,20060821,000000,67.3000000,67.3100000,66.1500000,66.5600000,0
US1.AAPL,D,20060822,000000,66.6650000,68.3200000,66.5000000,67.6200000,0
US1.AAPL,D,20060823,000000,68.0000000,68.6500000,66.9400000,67.3100000,0
US1.AAPL,D,20060824,000000,67.8900000,68.1900000,66.2700000,67.8100000,0
US1.AAPL,D,20060825,000000,67.3400000,69.0500000,67.3100000,68.7500000,0
US1.AAPL,D,20060828,000000,68.5000000,68.6100000,66.6800000,66.9800000,0
US1.AAPL,D,20060829,000000,66.9900000,67.2600000,65.1200000,66.4800000,0
US1.AAPL,D,20060830,000000,67.3400000,67.8200000,66.6800000,66.9600000,0
US1.AAPL,D,20060831,000000,67.2800000,68.3000000,66.6600000,67.8500000,0
US1.AAPL,D,20060901,000000,68.4800000,68.6500000,67.8200000,68.3800000,0
US1.AAPL,D,20060905,000000,68.9700000,71.5000000,68.5500000,71.4800000,0
US1.AAPL,D,20060906,000000,71.0800000,71.6900000,69.7000000,70.0300000,0
US1.AAPL,D,20060907,000000,70.6000000,73.4800000,70.2500000,72.8000000,0
US1.AAPL,D,20060908,000000,73.3700000,73.5700000,71.9100000,72.5200000,0
US1.AAPL,D,20060911,000000,72.4300000,73.7300000,71.4200000,72.5000000,0
US1.AAPL,D,20060912,000000,72.8100000,73.4500000,71.4500000,72.6300000,0
US1.AAPL,D,20060913,000000,72.8500000,74.3200000,72.3000000,74.2000000,0
US1.AAPL,D,20060914,000000,73.7200000,74.6700000,73.4600000,74.1700000,0
US1.AAPL,D,20060915,000000,74.6000000,74.9800000,73.2900000,74.1000000,0
US1.AAPL,D,20060918,000000,73.8000000,74.8600000,73.3000000,73.8900000,0
US1.AAPL,D,20060919,000000,74.1600000,74.3600000,72.8000000,73.7700000,0
US1.AAPL,D,20060920,000000,74.3800000,75.6800000,74.2200000,75.2600000,0
US1.AAPL,D,20060921,000000,75.2500000,76.0600000,74.0200000,74.6500000,0
US1.AAPL,D,20060922,000000,74.3000000,74.3400000,72.5800000,73.0000000,0
US1.AAPL,D,20060925,000000,73.8100000,75.8600000,73.7200000,75.7500000,0
US1.AAPL,D,20060926,000000,76.1800000,77.7800000,76.1000000,77.6100000,0
US1.AAPL,D,20060927,000000,77.1700000,77.4700000,75.8200000,76.4100000,0
US1.AAPL,D,20060928,000000,77.0200000,77.4800000,75.9500000,77.0100000,0
US1.AAPL,D,20060929,000000,77.1100000,77.5200000,76.6800000,76.9800000,0
